N,delta_mu,delta_s,D_indiv,D_fused,ratio_N,ratio_N2,ratio_eN,inequality_N,inequality_N2,inequality_eN
2,1.124137931034483,-2.5910344827586207,2.088171823949459,5.598475438691308,0.6702603893130121,0.33513019465650606,0.18141975925991757,True,True,True
2,1.124137931034483,-2.4189655172413795,1.9286109346988882,5.255103014562881,0.6812031032302731,0.34060155161513656,0.18438162983465703,True,True,True
2,1.124137931034483,-2.246896551724138,1.7714050591663848,4.912047023314072,0.6932416442382832,0.3466208221191416,0.1876401085488063,True,True,True
2,1.124137931034483,-2.0748275862068963,1.6169944335281978,4.569439395430335,0.7064711078596689,0.35323555392983447,0.19122093496134368,True,True,True
2,1.124137931034483,-1.9027586206896552,1.4658984075630583,4.227468156240152,0.7209688158519778,0.3604844079259889,0.19514503779618536,True,True,True
2,1.124137931034483,-1.730689655172414,1.318727324193735,3.8864023003802437,0.7367713986582435,0.36838569932912174,0.1994223318360973,True,True,True
2,1.124137931034483,-1.5586206896551724,1.176194681085375,3.5466286071547835,0.7538353693034063,0.37691768465170317,0.20404104643690604,True,True,True
2,1.124137931034483,-1.3865517241379308,1.0391285860018438,3.2087068441760955,0.7719705932934469,0.38598529664672343,0.20894971778740914,True,True,True
2,1.124137931034483,-1.2144827586206897,0.9084809293604659,2.8734536895673943,0.7907303270499554,0.3953651635249777,0.21402742555017018,True,True,True
2,1.124137931034483,-1.0424137931034485,0.7853319645300134,2.5420718868725283,0.8092348209695776,0.4046174104847888,0.2190360474016947,True,True,True
2,1.124137931034483,-0.8703448275862069,0.6708871926762954,2.2163503913499305,0.8259027805063961,0.41295139025319805,0.22354757345147813,True,True,True
2,1.124137931034483,-0.6982758620689653,0.5664627927934989,1.8989730468880406,0.8380837501803501,0.41904187509017504,0.22684460341332047,True,True,True
2,1.124137931034483,-0.5262068965517237,0.4734556652014398,1.5939818702697632,0.841674304177761,0.4208371520888805,0.22781646069775238,True,True,True
2,1.124137931034483,-0.354137931034483,0.3932949417759115,1.3074252930709436,0.8310717696795844,0.4155358848397922,0.22494666667907903,True,True,True
2,1.124137931034483,-0.1820689655172414,0.32737402672744254,1.04812776641232,0.8004054085244718,0.4002027042622359,0.21664618533355218,True,True,True
2,1.124137931034483,-0.01,0.2769660501445099,0.828252315809251,0.7476117699056452,0.3738058849528226,0.20235650126241161,True,True,True
2,1.4655172413793105,-5.0,4.764676978739366,10.874536421741144,0.5705809895542132,0.2852904947771066,0.15443947966149238,True,True,True
2,1.4655172413793105,-4.827931034482758,4.593413973759444,10.530402379759806,0.5731250459852022,0.2865625229926011,0.15512808085680801,True,True,True
2,1.4655172413793105,-4.655862068965517,4.42230276581604,10.186269935394925,0.5758464806013384,0.2879232403006692,0.15586469310597742,True,True,True
2,1.4655172413793105,-4.483793103448276,4.251372046310382,9.8421397450012,0.5787625522884342,0.2893812761442171,0.1566539878814002,True,True,True
2,1.4655172413793105,-4.3117241379310345,4.080655969727462,9.49801273464196,0.5818925195546631,0.2909462597773316,0.15750117789439305,True,True,True
2,1.4655172413793105,-4.139655172413793,3.910195209215174,9.153890210973026,0.5852578785197229,0.29262893925986144,0.15841208151185152,True,True,True
2,1.4655172413793105,-3.9675862068965517,3.740038221688551,8.809774017768492,0.5888826193460035,0.29444130967300175,0.15939319216461953,True,True,True
2,1.4655172413793105,-3.7955172413793106,3.570242765839781,8.465666756929808,0.5927934955803028,0.2963967477901514,0.16045175125036398,True,True,True
2,1.4655172413793105,-3.623448275862069,3.4008777258356178,8.121572100650964,0.5970202955955614,0.2985101477977807,0.16159582160486305,True,True,True
2,1.4655172413793105,-3.4513793103448274,3.232025304903454,7.77749523255178,0.6015960967842814,0.3007980483921407,0.16283435630468276,True,True,True
2,1.4655172413793105,-3.279310344827586,3.063783666762478,7.433443471486973,0.6065574694558922,0.3032787347279461,0.16417725385619245,True,True,True
2,1.4655172413793105,-3.107241379310345,2.896270119195419,7.089427154522631,0.6119445755021692,0.3059722877510846,0.16563538490138954,True,True,True
2,1.4655172413793105,-2.9351724137931035,2.729624953036098,6.745460888427338,0.6178010719865124,0.3089005359932562,0.16722056612235517,True,True,True
2,1.4655172413793105,-2.763103448275862,2.564016071110986,6.401565326790003,0.6241736741548786,0.3120868370774393,0.1689454419611754,True,True,True
2,1.4655172413793105,-2.5910344827586207,2.3996445640685735,6.057769700059955,0.6311111435800587,0.31555557179002935,0.17082321074037957,True,True,True
2,1.4655172413793105,-2.4189655172413795,2.236751410992631,5.714115430346956,0.6386623254449108,0.3193311627224554,0.17286709341328144,True,True,True
2,1.4655172413793105,-2.246896551724138,2.075625497266823,5.370661321195902,0.646872632884397,0.3234363164421985,0.1750893819788465,True,True,True
2,1.4655172413793105,-2.0748275862068963,1.9166131415328345,5.027491057346568,0.6557780164918637,0.32788900824593187,0.1774998072045409,True,True,True
2,1.4655172413793105,-1.9027586206896552,1.7601292930750585,4.684724136463348,0.665394888161715,0.3326974440808575,0.18010281130711986,True,True,True
2,1.4655172413793105,-1.730689655172414,1.606670477444193,4.342531981081881,0.6757035811085782,0.3378517905542891,0.18289307106664585,True,True,True
2,1.4655172413793105,-1.5586206896551724,1.4568293973825235,4.00116201531484,0.6866215808288368,0.3433107904144184,0.18584825223568277,True,True,True
2,1.4655172413793105,-1.3865517241379308,1.3113107913537436,3.6609742368688023,0.697960823057317,0.3489804115286585,0.18891745135304264,True,True,True
2,1.4655172413793105,-1.2144827586206897,1.1709476563372834,3.322497786766883,0.7093608686915251,0.3546804343457626,0.19200310816267432,True,True,True
2,1.4655172413793105,-1.0424137931034485,1.0367161995340666,2.9865200638928213,0.7201874691538193,0.36009373457690963,0.19493355024278278,True,True,True
2,1.4655172413793105,-0.8703448275862069,0.9097468691972062,2.654229293662703,0.7293867622773167,0.36469338113865835,0.1974235281236731,True,True,True
2,1.4655172413793105,-0.6982758620689653,0.7913275840634701,2.327444481937969,0.7352974067915504,0.3676487033957752,0.1990233656225626,True,True,True
2,1.4655172413793105,-0.5262068965517237,0.6828940510138369,2.0089841007882328,0.7354669797626947,0.36773348988134735,0.19906926403472075,True,True,True
2,1.4655172413793105,-0.354137931034483,0.5860012946811566,1.7032388805642051,0.7266361422848637,0.36331807114243186,0.19667901625216325,True,True,True
2,1.4655172413793105,-0.1820689655172414,0.5022709574228172,1.4169937121444363,0.7052934731758715,0.35264673658793577,0.19090218391438174,True,True,True
2,1.4655172413793105,-0.01,0.4333114318455007,1.1604058050989619,0.6694987252913687,0.33474936264568433,0.18121359922771704,True,True,True
2,1.806896551724138,-5.0,5.067283915316963,11.257010463421489,0.5553769362219243,0.27768846811096215,0.15032418993335261,True,True,True
2,1.806896551724138,-4.827931034482758,4.895810528207308,10.912875185390247,0.5572557966916563,0.27862789834582813,0.1508327421610191,True,True,True
2,1.806896551724138,-4.655862068965517,4.724449477014734,10.568740997213828,0.5592578060487569,0.27962890302437843,0.1513746271677902,True,True,True
2,1.806896551724138,-4.483793103448276,4.553222061499115,10.224608346646857,0.5613941187441492,0.2806970593720746,0.15195286413521605,True,True,True
2,1.806896551724138,-4.3117241379310345,4.382153664580358,9.88047786544032,0.5636770536654886,0.2818385268327443,0.15257078742359648,True,True,True
2,1.806896551724138,-4.139655172413793,4.211274552554371,9.536350444992419,0.5661202045832001,0.28306010229160006,0.153232076466473,True,True,True
2,1.806896551724138,-3.9675862068965517,4.040620838732766,9.192227343144125,0.5687385497191952,0.2843692748595976,0.15394078542765524,True,True,True
2,1.806896551724138,-3.7955172413793106,3.870235646193403,8.848110334981556,0.5715485531019394,0.2857742765509697,0.15470137063505426,True,True,True
2,1.806896551724138,-3.623448275862069,3.7001705138116376,8.504001925858642,0.5745682458494634,0.2872841229247317,0.1555187125816017,True,True,True
2,1.806896551724138,-3.4513793103448274,3.5304871003690295,8.159905652470444,0.5778172685872098,0.2889086342936049,0.1563981274065119,True,True,True
2,1.806896551724138,-3.279310344827586,3.361259254818413,7.8158265086868015,0.5813168455752634,0.2906584227876317,0.15734535989228504,True,True,True
2,1.806896551724138,-3.107241379310345,3.192575537297301,7.47177154847035,0.5850896448009837,0.29254482240049184,0.1583665455959005,True,True,True
2,1.806896551724138,-2.9351724137931035,3.024542295818275,7.127750740759344,0.5891594532017419,0.29457972660087095,0.15946812294117121,True,True,True
2,1.806896551724138,-2.763103448275862,2.8572874282263623,6.7837781840668185,0.5935505575193212,0.2967752787596606,0.16065666563425338,True,True,True
2,1.806896551724138,-2.5910344827586207,2.690964988192436,6.439873837002096,0.5982866615934551,0.29914333079672756,0.1619385896068754,True,True,True
2,1.806896551724138,-2.4189655172413795,2.5257608271949,6.096065993400657,0.6033890786257584,0.3016945393128792,0.16331966371539156,True,True,True
2,1.806896551724138,-2.246896551724138,2.3618994997146117,5.752394841149596,0.6088737943596518,0.3044368971798259,0.1648042148300291,True,True,True
2,1.806896551724138,-2.0748275862068963,2.199652691760475,5.408917615608095,0.6147467775104885,0.3073733887552442,0.16639385850635374,True,True,True
2,1.806896551724138,-1.9027586206896552,2.039349454505733,5.065716132436915,0.6209965782525324,0.3104982891262662,0.16808549561354758,True,True,True
2,1.806896551724138,-1.730689655172414,1.8813885192953945,4.722907932582078,0.6275827512691093,0.31379137563455467,0.16986817879483515,True,True,True
2,1.806896551724138,-1.5586206896551724,1.7262529107813747,4.380663022953594,0.6344179053361771,0.3172089526680886,0.17171825381810016,True,True,True
2,1.806896551724138,-1.3865517241379308,1.5745269192870321,4.039229482050567,0.6413401753524143,0.32067008767620714,0.17359190856467566,True,True,True
2,1.806896551724138,-1.2144827586206897,1.4269151801082551,3.698973435655282,0.6480717086797433,0.32403585433987164,0.1754139365036172,True,True,True
2,1.806896551724138,-1.0424137931034485,1.2842630549459908,3.3604428193150335,0.6541578079298473,0.3270789039649237,0.17706126443525513,True,True,True
2,1.806896551724138,-0.8703448275862069,1.147576627900786,3.0244711318277497,0.6588821735939954,0.3294410867969977,0.17834001116579673,True,True,True
2,1.806896551724138,-0.6982758620689653,1.0180393464381423,2.692348799897356,0.661160300266682,0.330580150133341,0.17895663300279063,True,True,True
2,1.806896551724138,-0.5262068965517237,0.8970206783224038,2.3661075858947647,0.6594350729795404,0.3297175364897702,0.1784896647556849,True,True,True
2,1.806896551724138,-0.354137931034483,0.7860703470941299,2.0489865667532943,0.6516549613936568,0.3258274806968284,0.1763838175455089,True,True,True
2,1.806896551724138,-0.1820689655172414,0.6868903309807075,1.7461626832989594,0.6355318325728491,0.31776591628642453,0.17201976113426007,True,True,True
2,1.806896551724138,-0.01,0.6012768849692294,1.4657823007046151,0.6094456386676278,0.3047228193338139,0.16495899625280344,True,True,True
2,2.148275862068966,-5.0,5.34156824301662,11.582089712296119,0.5420734691276359,0.27103673456381794,0.14672333295888365,True,True,True
2,2.148275862068966,-4.827931034482758,5.169952018465945,11.237953697977847,0.5434264021135167,0.27171320105675834,0.1470895320965723,True,True,True
2,2.148275862068966,-4.655862068965517,4.998421272433884,10.893818471049787,0.5448629615879322,0.2724314807939661,0.14747836646328485,True,True,True
2,2.148275862068966,-4.483793103448276,4.826992246936838,10.549684355004743,0.5463901646879312,0.2731950823439656,0.14789173539148123,True,True,True
2,2.148275862068966,-4.3117241379310345,4.655684311829195,10.205551806271181,0.5480156687353588,0.2740078343676794,0.148331711492803,True,True,True
2,2.148275862068966,-4.139655172413793,4.484520583637607,9.861421468872582,0.5497478094343763,0.27487390471718814,0.1488005509970174,True,True,True
2,2.148275862068966,-3.9675862068965517,4.31352867315243,9.51729425159184,0.5515956292830421,0.27579781464152103,0.14930070144219623,True,True,True
2,2.148275862068966,-3.7955172413793106,4.142741590846619,9.173171436937075,0.5535688888491852,0.2767844444245926,0.14983480472676292,True,True,True
2,2.148275862068966,-3.623448275862069,3.97219884648226,8.829054835075317,0.5556780498850303,0.27783902494251517,0.15040569253911834,True,True,True
2,2.148275862068966,-3.4513793103448274,3.801947788555923,8.484947001411268,0.5579342138095266,0.2789671069047633,0.1510163697066182,True,True,True
2,2.148275862068966,-3.279310344827586,3.632045241082041,8.140851544363734,0.5603489909956664,0.2801744954978332,0.1516699788154973,True,True,True
2,2.148275862068966,-3.107241379310345,3.4625595102995,7.796773561204088,0.5629342642351938,0.2814671321175969,0.15236973618772823,True,True,True
2,2.148275862068966,-2.9351724137931035,3.2935728530157133,7.45272025617931,0.565701791699805,0.2828508958499025,0.15311882441430477,True,True,True
2,2.148275862068966,-2.763103448275862,3.125184522368939,7.108701819014315,0.5686625676126322,0.2843312838063161,0.15392021930783,True,True,True
2,2.148275862068966,-2.5910344827586207,2.9575145366795246,6.764732677144465,0.5718258180346427,0.28591290901732136,0.15477641809145223,True,True,True
2,2.148275862068966,-2.4189655172413795,2.7907083534348507,6.4208332878970555,0.5751974476295764,0.2875987238147882,0.15568901898385085,True,True,True
2,2.148275862068966,-2.246896551724138,2.6249426733214025,6.077032717624225,0.5787776604978968,0.2893888302489484,0.15665807722901384,True,True,True
2,2.148275862068966,-2.0748275862068963,2.460432647162915,5.733372381010714,0.5825573388100841,0.29127866940504205,0.15768112489886013,True,True,True
2,2.148275862068966,-1.9027586206896552,2.2974408074558195,5.389911515999487,0.5865125554603802,0.2932562777301901,0.1587516856301201,True,True,True
2,2.148275862068966,-1.730689655172414,2.1362880867384284,5.0467353024555255,0.5905962933773382,0.2952981466886691,0.15985703328543133,True,True,True
