N,delta_mu,delta_s,D_indiv,D_fused,ratio,mu_range,s_range
2,1.2451724137931035,-1.3137931034482757,1.0781669912845966,3.2362020847459085,1.5007888902674027,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-1.2451724137931035,1.0248742657217298,3.1020717147144543,1.5133913585633527,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-1.176551724137931,0.9726617176215369,2.9684247071256245,1.5259286210957055,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-1.1079310344827586,0.9216004993941518,2.8353398672383023,1.5382694937243513,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-1.0393103448275862,0.8717652891590244,2.702909810653956,1.550250878456862,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.9706896551724138,0.8232342279598496,2.57124358705839,1.5616719396073224,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.9020689655172414,0.7760888040321468,2.4404698227790624,1.5722877395600043,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.8334482758620689,0.7304136763135732,2.310740473811539,1.5818025789672625,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.7648275862068965,0.6862964294270197,2.1822352866759593,1.5898635000169534,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.6962068965517241,0.643827252732234,2.055167063013706,1.5960547291933638,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.6275862068965516,0.6030985368063411,1.92978780962019,1.5998942891150285,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.5589655172413792,0.5642043819458672,1.806395820406265,1.6008346250132282,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.4903448275862068,0.5272400150396536,1.6853436691298167,1.5982698780962807,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.42172413793103436,0.49230111347937455,1.5670469766856832,1.5915533540138298,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.35310344827586215,0.4594830376575041,1.4519936365106212,1.5800296393018631,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.2844827586206897,0.4288799770158678,1.3407529182630613,1.563086399593628,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.2158620689655173,0.40058401846604075,1.2339835111605917,1.5402305811972898,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.14724137931034487,0.374684150164607,1.1324391187754304,1.5111916507249172,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.07862068965517244,0.35126521789331355,1.0369697151044945,1.476049523667105,0.0-2.0,-2.0--0.0
2,1.2451724137931035,-0.01,0.33040685541553083,0.9485161110640814,1.4353759547016594,0.0-2.0,-2.0--0.0
2,1.313793103448276,-2.0,1.7173182464337504,4.6857670159018205,1.3642686862590745,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.9313793103448276,1.6559414848242298,4.5492173099679585,1.3736044877367257,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.8627586206896551,1.5950884709057895,4.412771012092241,1.3832370719808407,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.7941379310344827,1.5347970033706395,4.276443852394934,1.3931626928522909,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.7255172413793103,1.475107499950135,4.140254035686652,1.4033736645724502,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.6568965517241379,1.4160631445672338,4.004222654744795,1.413857379915263,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.5882758620689654,1.3577100342789572,3.868374179159378,1.4245951202731466,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.5196551724137932,1.300097323782554,3.7327370351350764,1.435560617983162,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.4510344827586206,1.2432773647570696,3.5973442950463497,1.4467183257009,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.3824137931034484,1.187305836749685,3.4622344997139596,1.4580213423324933,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.3137931034482757,1.1322418656969815,3.3274526414455465,1.4694089409055922,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.2451724137931035,1.0781481255030367,3.1930513420071467,1.4808036421328234,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.176551724137931,1.0250909173922238,3.059092267000011,1.4921077804406742,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.1079310344827586,0.9731402210349518,2.925647826698432,1.503199520202214,0.0-2.0,-2.0--0.0
2,1.313793103448276,-1.0393103448275862,0.9223697107376276,2.7928032232529647,1.513928303770694,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.9706896551724138,0.8728567293315005,2.660658915091003,1.5241097568948896,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.9020689655172414,0.8246822118366279,2.529333580846746,1.5335201514858277,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.8334482758620689,0.7779305505754174,2.3989676761956886,1.5418906446219571,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.7648275862068965,0.7326893932334559,2.2697276857007136,1.5489016946759,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.6962068965517241,0.6890493654903767,2.1418111750942805,1.5541783233266713,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.6275862068965516,0.6471037103520134,2.0154527424065796,1.557287271085347,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.5589655172413792,0.6069478372886795,1.890930941577134,1.5577376056105463,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.4903448275862068,0.5686787757975008,1.76857619898536,1.5549869928811333,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.42172413793103436,0.5323945301173719,1.6487796472327594,1.5484565993467934,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.35310344827586215,0.49819333456437453,1.5320026433524407,1.5375583504063135,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.2844827586206897,0.4661728123157247,1.4187865002445403,1.521738787378745,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.2158620689655173,0.4364290443939274,1.309761622975541,1.5005436047392513,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.14724137931034487,0.40905555997290133,1.205654800061261,1.4737054303101662,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.07862068965517244,0.38414226376284577,1.1072928762256777,1.4412536456926757,0.0-2.0,-2.0--0.0
2,1.313793103448276,-0.01,0.36177432088504924,1.0156004996687626,1.403638181372554,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-2.0,1.776873355019322,4.774869821185153,1.3436156852983,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.9313793103448276,1.7150792018299026,4.6382611698024405,1.352200284643896,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.8627586206896551,1.6537817734365268,4.501747159949793,1.3610463098148822,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.7941379310344827,1.593017366476317,4.365342202894992,1.3701489684795256,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.7255172413793103,1.532824855762316,4.229062981786884,1.3794997405896234,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.6568965517241379,1.4732458484759974,4.092928832541127,1.389085479784337,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.5882758620689654,1.4143248399763342,3.956962194835789,1.398887328777313,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.5196551724137932,1.3561093692475124,3.821189147637617,1.4088794142606456,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.4510344827586206,1.2986501715146164,3.685640046924891,1.4190272822381131,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.3824137931034484,1.2420013249964452,3.5503502872612396,1.429286030460314,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.3137931034482757,1.1862203881378084,3.415361213755112,1.4395980915134696,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.2451724137931035,1.1313685229748667,3.280721216871296,1.4498906193027332,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.176551724137931,1.07751059954604,3.146487049701773,1.4600724350309882,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.1079310344827586,1.0247152754839826,3.0127254157851695,1.470030499136568,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-1.0393103448275862,0.9730550441354169,2.8795148854484305,1.4796258972209273,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.9706896551724138,0.9226062437890609,2.7469482098501214,1.488689366857443,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.9020689655172414,0.8734490198921485,2.6151351140899597,1.49701645690373,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.8334482758620689,0.8256672315594721,2.4842056631296225,1.5043625132352654,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.7648275862068965,0.7793482932937512,2.354314305344972,1.5104378399258174,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.6962068965517241,0.7345829427215909,2.2256447056878907,1.5149036114574042,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.6275862068965516,0.6914649253930585,2.098415479410293,1.517369429994922,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.5589655172413792,0.6500905883868923,1.9728869214713263,1.5173938499607922,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.4903448275862068,0.6105583756972836,1.8493687863220802,1.5144897358995548,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.42172413793103436,0.5729682202305976,1.7282290940262206,1.508136955074642,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.35310344827586215,0.5374208297679142,1.6099038036723663,1.4978055506032444,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.2844827586206897,0.5040168674735293,1.4949069824421621,1.4829930096740997,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.2158620689655173,0.4728560314242587,1.3838407871904879,1.4632791962305225,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.14724137931034487,0.44403604211268766,1.2774041513462546,1.4384014248803643,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.07862068965517244,0.4176515517828925,1.1763985415794938,1.4083493004606626,0.0-2.0,-2.0--0.0
2,1.3824137931034484,-0.01,0.39379299455953953,1.081728567778667,1.3734736050708427,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-2.0,1.8358583650736668,4.860669244465862,1.3238137911229388,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.9313793103448276,1.7736744496916064,4.724008584218461,1.3317011430817636,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.8627586206896551,1.7119616789758252,4.587434823478379,1.3398181979817432,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.7941379310344827,1.6507548782825423,4.450961206519408,1.348159337608689,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.7255172413793103,1.5900914032699482,4.3146030693153055,1.3567154254285405,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.6568965517241379,1.530011299647958,4.178378191417859,1.3654729845391556,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.5882758620689654,1.470557466214783,4.042307212981483,1.3744132092254742,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.5196551724137932,1.411775819453692,3.906414130452756,1.3835107800487765,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.4510344827586206,1.3537154574861179,3.7707268875250506,1.3927324485632235,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.3824137931034484,1.2964288206272252,3.6352780817618564,1.402035354321679,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.3137931034482757,1.2399718451655481,3.5001058119690738,1.4113650344624462,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.2451724137931035,1.1844041062909203,3.3652546971148416,1.4206530859021895,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.176551724137931,1.1297889453308452,3.2307771045303326,1.4298144436101905,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.1079310344827586,1.0761935756369734,3.096734633439862,1.4387442480350148,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-1.0393103448275862,1.0236891606104026,2.9631999096784982,1.447314294073217,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.9706896551724138,0.9723508564965228,2.830258758766105,1.455369088151889,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.9020689655172414,0.9222578117575482,2.6980128371133865,1.4627215962377045,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.8334482758620689,0.873493114096671,2.566582814462207,1.4691488536326107,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.7648275862068965,0.8261436756281739,2.4361122135165405,1.4743877399195706,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.6962068965517241,0.7803000463422312,2.306772022929394,1.4781314147953215,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.6275862068965516,0.7360561459926178,2.17876620370906,1.4800271797003048,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.5589655172413792,0.693508904939515,2.0523382008481983,1.4796768911187916,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.4903448275862068,0.6527578054103015,1.927778542688787,1.4766415098453327,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.42172413793103436,0.6139043161953807,1.805433547422232,1.470451909029775,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.35310344827586215,0.5770512160542838,1.6857150418288602,1.4606286192023927,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.2844827586206897,0.5423018041204983,1.5691108101945686,1.4467136180187918,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.2158620689655173,0.5097589993684934,1.4561952075440245,1.428317312051389,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.14724137931034487,0.4795243356908403,1.3476389711569812,1.4051830854584961,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.07862068965517244,0.4516968642025374,1.2442167442952805,1.3772696280412777,0.0-2.0,-2.0--0.0
2,1.4510344827586208,-0.01,0.4263719798384016,1.1468102192583098,1.3448470742530503,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-2.0,1.89417772452695,4.943358483789712,1.3048824352066175,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.9313793103448276,1.8316302620792488,4.806651748369722,1.3121239171144885,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.8627586206896551,1.769529783079855,4.670025048142944,1.3195666704221263,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.7941379310344827,1.7079096798681657,4.533490590911537,1.3272044313436644,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.7255172413793103,1.6468058216170092,4.39706251558106,1.3350276207013756,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.6568965517241379,1.586256718287948,4.260757218002687,1.3430225917660215,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.5882758620689654,1.5263036893819586,4.124593737449292,1.35117072904392,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.5196551724137932,1.4669910360076255,3.9885942164043167,1.3594473716959998,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.4510344827586206,1.4083662143322544,3.852784449265342,1.3678205320666736,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.3824137931034484,1.3504800079480563,3.7171945391844643,1.3762493770020472,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.3137931034482757,1.2933866960717832,3.581859686737827,1.3846824378264029,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.2451724137931035,1.2371442138007573,3.446821139610069,1.3930555149349715,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.176551724137931,1.181814299873894,3.3121273391834376,1.4012892463464266,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.1079310344827586,1.127462626541362,3.177835308022447,1.409286318328293,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-1.0393103448275862,1.0741589052464373,3.044012331900104,1.4169283134145483,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.9706896551724138,1.0219769608924847,2.9107380012967004,1.4240722211363626,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.9020689655172414,0.970994766542409,2.77810669012504,1.4305466856518345,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.8334482758620689,0.9212944295258066,2.64623056339656,1.4361481403716856,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.7648275862068965,0.8729621191731198,2.515243219713956,1.4406370932202788,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.6962068965517241,0.8260879258338854,2.385304087072665,1.4437349902341488,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.6275862068965516,0.7807656405596777,2.256603698354704,1.4451223140000746,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.5589655172413792,0.7370924449455513,2.129369970985461,1.4444388798088663,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.4903448275862068,0.6951685012383623,2.0038755955320466,1.4412876820241236,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.42172413793103436,0.6550964340482285,1.8804465887632011,1.4352441037900399,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.35310344827586215,0.6169806969426754,1.759471971374764,1.4258727866961445,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.2844827586206897,0.5809268199406965,1.6414143677408708,1.4127548525892069,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.2158620689655173,0.5470405374962615,1.5268210695572313,1.39552826975612,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.14724137931034487,0.5154268009523337,1.4163347329314122,1.3739436233375006,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.07862068965517244,0.48618868456982933,1.310702376394915,1.3479359125301322,0.0-2.0,-2.0--0.0
2,1.5196551724137932,-0.01,0.4594261999189171,1.2107807321667632,1.3177097130947808,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-2.0,1.9517563715433428,5.02312045141082,1.2868205593300586,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.9313793103448276,1.8888700700969212,4.88637273822272,1.2934644938208988,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.8627586206896551,1.8264079705810734,4.749698950924591,1.3002842265886163,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.7941379310344827,1.764402076211749,4.613110373443992,1.3072729950954685,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.7255172413793103,1.7028868092486948,4.476620077212999,1.314420915383114,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.6568965517241379,1.6418991779421508,4.340243223587145,1.321714293391304,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.5882758620689654,1.5814789496217263,4.203997422792708,1.3291348025208496,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.5196551724137932,1.5216688286914983,4.0679031613026355,1.3366585043345718,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.4510344827586206,1.4625146378629232,3.931984312311749,1.344254686591479,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.3824137931034484,1.4040655004459266,3.7962687474235226,1.351884490509111,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.3137931034482757,1.3463740209225246,3.6607890719259863,1.3594992977574105,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.2451724137931035,1.2894964603428687,3.5255835112986214,1.3670388480016424,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.176551724137931,1.2334929023102459,3.3906969830507867,1.3744290610429328,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.1079310344827586,1.1784274044638154,3.256182395848813,1.3815795455513769,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-1.0393103448275862,1.12436812943673,3.122102227332338,1.3883807916613595,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.9706896551724138,1.0713874482823682,2.9885304431824324,1.3947010710147847,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.9020689655172414,1.0195620083529495,2.8555548328850375,1.4003831103407045,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.8334482758620689,0.9689727566259497,2.723279851980486,1.40524067026569,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.7648275862068965,0.9197049085623663,2.591830075703178,1.4090552586886747,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.6962068965517241,0.8718478518210226,2.461354383348823,1.4115733486111188,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.6275862068965516,0.8254949736352779,2.3320310038261285,1.4125046658712133,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.5589655172413792,0.7807434004885564,2.204073556208726,1.41152237395123,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.4903448275862068,0.7376936390209247,2.0777382076074824,1.408266316600669,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.42172413793103436,0.6964491079843006,1.9533320335774518,1.4023508761687464,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.35310344827586215,0.6571155526593269,1.8312225880973647,1.3933794297566555,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.2844827586206897,0.6198003355569794,1.7118485500815472,1.3809677503185005,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.2158620689655173,0.5846116005252351,1.595731085759083,1.3647788414781912,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.14724137931034487,0.5516573115880585,1.4834852239171463,1.3445713423489578,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.07862068965517244,0.5210441729140001,1.375830063625213,1.3202624030230714,0.0-2.0,-2.0--0.0
2,1.5882758620689656,-0.01,0.4928764421120566,1.2735960244000306,1.2920033456483153,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-2.0,2.0085365568160714,5.1001270968388965,1.2696127136773674,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.9313793103448276,1.9453345830454507,4.963342803305485,1.2757041504745412,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.8627586206896551,1.8825353592463712,4.826626978459503,1.2819485580317944,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.7941379310344827,1.82016954742766,4.689990079849034,1.288338794173632,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.7255172413793103,1.7582701676545525,4.5534442237243615,1.2948647788861811,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.6568965517241379,1.6968727669103023,4.417003466333268,1.3015128630933923,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.5882758620689654,1.636015595289027,4.280684138005916,1.308265077158286,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.5196551724137932,1.575739788515597,4.144505241208734,1.3150982387494974,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.4510344827586206,1.5160895553829394,4.008488926371493,1.3219828974281846,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.3824137931034484,1.4571123682119056,3.8726610625613933,1.3288820914044284,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.3137931034482757,1.398859153866222,3.7370519241427473,1.3357498908357341,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.2451724137931035,1.3413844821890173,3.601697019596746,1.3425297024903347,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.176551724137931,1.284746747964726,3.4666380948825117,1.3491523136269077,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.1079310344827586,1.2290083416517141,3.331924351313796,1.355533660103514,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-1.0393103448275862,1.1742358031834612,3.197613927118232,1.3615723172676248,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.9706896551724138,1.120499952114189,3.06377570281387,1.3671467352734183,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.9020689655172414,1.0678759863131637,2.9304915033564596,1.3721122775098475,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.8334482758620689,1.0164435403278058,2.79785878455061,1.3762981776874164,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.7648275862068965,0.9662866934913781,2.665993906971581,1.3795046154153465,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.6962068965517241,0.9174939169154486,2.535036116459856,1.3815002310764484,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.6275862068965516,0.8701579477676498,2.4051523639262333,1.382020568849909,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.5589655172413792,0.8243755787965882,2.2765431049045644,1.3807681616599012,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.4903448275862068,0.7802473510490925,2.1494492147371025,1.3774152593065714,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.42172413793103436,0.7378771382625021,2.0241601287364057,1.3716105458306693,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.35310344827586215,0.6973716126417653,1.9010232537940805,1.36299156671482,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.2844827586206897,0.6588395837745311,1.7804545787942083,1.3512049235064765,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.2158620689655173,0.6223912053999057,1.6629502103045606,1.3359364623702092,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.14724137931034487,0.5881370486877442,1.5490982483650877,1.3169534650311925,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.07862068965517244,0.5561870456011557,1.439589968900654,1.29415992361407,0.0-2.0,-2.0--0.0
2,1.6568965517241379,-0.01,0.5266493117166713,1.3352286855966178,1.2676639424860285,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-2.0,2.0644750712322995,5.174539287773982,1.2532336572815248,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.9313793103448276,2.0009790585835843,5.037722223107588,1.258814329289782,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.8627586206896551,1.9378656160177579,4.900968735392889,1.2645275025479317,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.7941379310344827,1.8751641149190368,4.764288540530332,1.2703657516227687,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.7255172413793103,1.8129062215174383,4.6276928972404345,1.2763188857521168,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.6568965517241379,1.7511260667221409,4.491194869263004,1.282373369516988,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.5882758620689654,1.6898604243243154,4.354809636936989,1.2885116351186945,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.5196551724137932,1.629148896784549,4.218554868673611,1.294711268257853,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.4510344827586206,1.5690341074433165,4.082451165322269,1.3009440476646084,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.3824137931034484,1.5095618975366052,3.946522593533813,1.3071748167378854,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.3137931034482757,1.4507815258538361,3.810797328096638,1.3133601649131317,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.2451724137931035,1.3927458682336336,3.675308428032535,1.3194468969036643,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.176551724137931,1.335511613349026,3.5400947771930773,1.3253702707667507,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.1079310344827586,1.2791394503849027,3.405202227416831,1.331051992178093,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-1.0393103448275862,1.2236942432596893,3.2706849912237304,1.3363979642950865,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-0.9706896551724138,1.1692451850000385,3.1366073417458122,1.3412958128819272,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-0.9020689655172414,1.1158659247610134,3.003045690259483,1.3456122387206373,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-0.8334482758620689,1.0636346588259253,2.870091126265453,1.349190298778696,0.0-2.0,-2.0--0.0
2,1.7255172413793103,-0.7648275862068965,1.0126341757655404,2.7378525212148572,1.3518467906463214,0.0-2.0,-2.0--0.0
