N,delta_mu,delta_s,D_indiv,D_fused,ratio,mu_range,s_range
2,0.07862068965517241,-0.9706896551724138,0.2300998989036298,0.8420146402562643,1.82967190396054,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.9020689655172414,0.20001030557023575,0.7406919877994009,1.8516345587485217,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.8334482758620689,0.17185301487407945,0.6438880105321629,1.8733683869437907,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.7648275862068965,0.14568332411907903,0.5520643961425159,1.8947412117370002,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.6962068965517241,0.1215540481332974,0.46570284073020535,1.9156204498410079,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.6275862068965516,0.09951512923830574,0.38529907783149586,1.9358819145420205,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.5589655172413792,0.07961325295400434,0.31135526569248373,1.9554235892883671,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.4903448275862068,0.061891475155762876,0.2443707552062947,1.9741875160616582,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.42172413793103436,0.04638886656099628,0.18483138906692442,1.992195571580644,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.35310344827586215,0.033140180438416156,0.13319763268728946,2.00960934619545,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.2844827586206897,0.022175549293169228,0.08989199584899044,2.0268268140866303,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.2158620689655173,0.0135202159786727,0.055286351396740985,2.0445809254804717,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.14724137931034487,0.0071943042214464015,0.029689870007060026,2.063428866307445,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.07862068965517244,0.00321263292600249,0.013338344372720412,2.075921009331969,0.0-2.0,-2.0--0.0
2,0.07862068965517241,-0.01,0.0015845778673710953,0.006385653207315434,2.0149382806632263,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-2.0,0.8842412186793458,2.7303207354546246,1.5438777777926265,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.9313793103448276,0.8322065513443895,2.5979572364962173,1.5608848742534789,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.8627586206896551,0.7812012289206615,2.466297898773281,1.5785291980280265,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.7941379310344827,0.7312793669307025,2.3354421566622263,1.5968193978071978,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.7255172413793103,0.6824966986506722,2.205502801132254,1.6157607835265986,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.6568965517241379,0.6349104680373279,2.07660756329339,1.6353546427677588,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.5882758620689654,0.588579300186801,1.9489008203059204,1.655597486768041,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.5196551724137932,0.5435630480900598,1.8225454114570543,1.6764802333979547,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.4510344827586206,0.4999226146680978,1.697724543095989,1.6979873417239992,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.3824137931034484,0.4577197493463214,1.5746437493435923,1.72009592287898,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.3137931034482757,0.41701681876474117,1.4535328606626883,1.7427748657335265,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.2451724137931035,0.3778765516190765,1.3346479141855714,1.7659840342924757,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.176551724137931,0.340361758086198,1.218272918032742,1.7896736179806214,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.1079310344827586,0.30453502480125866,1.104721356937166,1.8137837473015028,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-1.0393103448275862,0.27045838691627583,0.9943372990415651,1.8382445269655774,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.9706896551724138,0.23819297937042128,0.8874959352308045,1.862976687173118,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.9020689655172414,0.20779867012718295,0.7846033552488945,1.887893110116342,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.8334482758620689,0.17933367876587525,0.6860953427887124,1.9129015461853867,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.7648275862068965,0.1528541844347503,0.592434959724974,1.9379088701947507,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.6962068965517241,0.1284139277577775,0.5041086939350492,1.962827174346427,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.6275862068965516,0.10606381181284752,0.42162097279490496,1.9875816529150707,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.5589655172413792,0.08585150774089245,0.3454869024360291,2.012119015304539,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.4903448275862068,0.06782107087891509,0.27622318659891343,2.0364112732167765,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.42172413793103436,0.05201257351270916,0.21433731018051694,2.060437464492543,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.35310344827586215,0.038461760398090794,0.1603152371734755,2.084086057348449,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.2844827586206897,0.027199733088364875,0.11460805855048295,2.106786455921297,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.2158620689655173,0.01825266882222154,0.07761821196984009,2.126215424325908,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.14724137931034487,0.011641579268966584,0.04968605377751234,2.1339911291057567,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.07862068965517244,0.007382113803307888,0.03107766306914006,2.1049298274983457,0.0-2.0,-2.0--0.0
2,0.14724137931034484,-0.01,0.005484411204064843,0.021974769082068413,2.0033845261075176,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-2.0,0.9030732686167582,2.815300656579266,1.558733247021848,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.9313793103448276,0.8507316800398634,2.682540649311534,1.5766079436384899,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.8627586206896551,0.7994058144262268,2.550429739422809,1.595203395695451,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.7941379310344827,0.7491497061409218,2.4190602502176217,1.6145372749853115,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.7255172413793103,0.7000190762436909,2.2885371073171585,1.6346248159389247,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.6568965517241379,0.6520712326971905,2.1589793934698265,1.6554781787716248,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.5882758620689654,0.6053649479401237,2.0305220427854342,1.6771057274580357,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.5196551724137932,0.5599603124242488,1.9033176693134692,1.6995112216733657,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.4510344827586206,0.5159185629133257,1.777538517369022,1.722692925925645,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.3824137931034484,0.4733018846021505,1.6533785108953198,1.746642644667601,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.3137931034482757,0.43217318643863156,1.5310553658924586,1.7713446992272714,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.2451724137931035,0.3925958494234316,1.4108127129929078,1.7967748704740956,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.176551724137931,0.3546334481198384,1.2929221561589448,1.8228993387589856,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.1079310344827586,0.31834944612835975,1.177685167950231,1.8496736562176768,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-1.0393103448275862,0.2838068668600708,1.065434691979956,1.8770417780364383,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.9706896551724138,0.25106794157041445,0.9565362898022598,1.9049351418966205,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.9020689655172414,0.220193737277736,0.8513886342715252,1.933271683375915,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.8334482758620689,0.19124376787121844,0.75042311744326,1.9619544359442527,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.7648275862068965,0.16427559239041056,0.6541023131090583,1.9908688308198148,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.6962068965517241,0.13934440510936152,0.5629170187866575,2.0198766442931952,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.6275862068965516,0.11650262265618683,0.47738160802538465,2.0488019803390816,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.5589655172413792,0.0957994739160466,0.3980274611343676,2.07739899220729,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.4903448275862068,0.07728059887429994,0.32539432068573415,2.105278203233138,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.42172413793103436,0.060987662830701894,0.2600195447044559,2.1317388848483554,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.35310344827586215,0.04695799253183175,0.2024254069280924,2.1553882099077475,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.2844827586206897,0.03522424070912211,0.1531048121838252,2.173287615312248,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.2158620689655173,0.025814085262021447,0.11250603588559382,2.1791598412963427,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.14724137931034487,0.018749968885683366,0.08101732722232491,2.160465644403978,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.07862068965517244,0.014048884314603605,0.058952393527772706,2.0981165552944505,0.0-2.0,-2.0--0.0
2,0.21586206896551724,-0.01,0.011722209551208396,0.046537864440679755,1.9850295389013222,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-2.0,0.9284555340329361,2.9216964606848688,1.5734175486002457,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.9313793103448276,0.8757091659672864,2.7884850529200813,1.5921296483404912,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.8627586206896551,0.8239602479970256,2.6558595891988577,1.6116430347550244,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.7941379310344827,0.7732626667791604,2.5239040945770737,1.6319836732127446,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.7255172413793103,0.7236720846813356,2.392714271885729,1.6531757425321618,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.6568965517241379,0.6752458499639139,2.2623990057049057,1.675240955442978,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.5882758620689654,0.6280428842005848,2.1330820211618864,1.6981977463824118,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.5196551724137932,0.5821235453216281,2.0049037000902885,1.72206030507026,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.4510344827586206,0.5375494648350815,1.878023051545177,1.7468374302273268,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.3824137931034484,0.4943833580161355,1.7526198257453047,1.7725311717391015,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.3137931034482757,0.4526888061595281,1.6288967495463988,1.7991352198052513,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.2451724137931035,0.4125300103674794,1.5070818467862035,1.82663298294796,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.176551724137931,0.3739715167985494,1.387430787480971,1.854995267230941,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.1079310344827586,0.33707791382979807,1.2702291851300296,1.884177415687061,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-1.0393103448275862,0.3019135021815316,1.1557947307260847,1.9141156695124217,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.9706896551724138,0.2685419397126433,1.0444790153372179,1.9447223336043449,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.9020689655172414,0.23702586330279046,0.9366688509842507,1.975878998883122,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.8334482758620689,0.20742649097856358,0.8327868539361674,2.0074264622791875,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.7648275862068965,0.17980320819318119,0.7332910093252042,2.0391488469364623,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.6962068965517241,0.15421314290766408,0.6386728974878442,2.0707472963904667,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.6275862068965516,0.13071073481709972,0.5494542399868804,2.1017946259567664,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.5589655172413792,0.10934730468717657,0.46618142915999594,2.1316548702030613,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.4903448275862068,0.09017063028147665,0.38941775367487175,2.1593380930091386,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.42172413793103436,0.07322453573741805,0.3197331382497496,2.1832377291971317,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.35310344827586215,0.05854850145945201,0.25769138878126696,2.200665963754274,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.2844827586206897,0.04617730161795364,0.2038351757449831,2.2070927555642665,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.2158620689655173,0.03614067615387606,0.15866928510488654,2.195162099753208,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.14724137931034487,0.028463043783766517,0.12264298426245479,2.1544249658288908,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.07862068965517244,0.023163261878195174,0.0961326391838575,2.0751101396982508,0.0-2.0,-2.0--0.0
2,0.28448275862068967,-0.01,0.02025443826067641,0.07942591437732394,1.9607039542421616,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-2.0,0.9598935611091057,3.0426886348304207,1.5849093889716046,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.9313793103448276,0.9066596589192506,2.909018794189476,1.6042507050865493,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.8627586206896551,0.8544007329181453,2.775870251297737,1.6244545120045417,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.7941379310344827,0.8031704290864629,2.6433183804677163,1.6455526029975127,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.7255172413793103,0.753024273114558,2.5114492211906407,1.6675752102937673,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.6568965517241379,0.704019593123049,2.3803609096055283,1.690550186995639,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.5882758620689654,0.6562154196154232,2.250165275487005,1.714501982295479,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.5196551724137932,0.6096723607961619,2.1209896142599107,1.739450359443999,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.4510344827586206,0.564452451521377,1.9929786401031246,1.7654087910606286,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.3824137931034484,0.5206189743488416,1.86629662074035,1.792382445409908,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.3137931034482757,0.47823625142810167,1.7411296863245687,1.820365646817064,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.2451724137931035,0.4373694063253585,1.6176882930307148,1.849338647874377,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.176551724137931,0.39808409531634686,1.4962098055366129,1.8792634811843143,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.1079310344827586,0.3604462082051762,1.3769611403255815,1.9100785484498373,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-1.0393103448275862,0.32452153933636124,1.26024138248322,1.9416914283415259,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.9706896551724138,0.2903754301551623,1.1463842513462048,1.973969097064503,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.9020689655172414,0.2580723854273273,1.0357602444491198,2.006724281511297,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.8334482758620689,0.22767566603748524,0.9287782351805971,2.039695878231625,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.7648275862068965,0.19924686212454568,0.8258862396302344,2.0725200658718217,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.6962068965517241,0.17284545115584626,0.7275710071966802,2.104686592361245,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.6275862068965516,0.14852834635805345,0.6343560362425353,2.1354712813987358,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.5589655172413792,0.1263494416766473,0.5467975835229161,2.163830628243997,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.4903448275862068,0.10635916008963242,0.4654782419594392,2.188237673027716,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.42172413793103436,0.08860401261675277,0.39099772649724474,2.206433517793736,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.35310344827586215,0.07312617570672963,0.3239606528890546,2.2150799611639016,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.2844827586206897,0.05996309481992301,0.2649613334161519,2.209370065136442,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.2158620689655173,0.04914712192735515,0.21456594595723133,2.1828943134694985,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.14724137931034487,0.04070519430346864,0.17329283394770623,2.1286329289544663,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.07862068965517244,0.034658561394912635,0.14159211110327607,2.0426714988242374,0.0-2.0,-2.0--0.0
2,0.3531034482758621,-0.01,0.031022565709164507,0.1198260964369311,1.9312731506526033,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-2.0,0.9968143301812222,3.1723905562385317,1.5912645214790335,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.9313793103448276,0.9430268109959199,3.0382869445172265,1.610922886332641,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.8627586206896551,0.8901881304900912,2.904642988888818,1.6314770380558057,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.7941379310344827,0.8383515760136411,2.7715256689800647,1.6529614473671415,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.7255172413793103,0.7875724279064147,2.6390116012950444,1.6754088308489081,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.6568965517241379,0.7379078970917807,2.507188381596861,1.6988491324446537,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.5882758620689654,0.6894170400934132,2.3761560977710596,1.7233082151908372,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.5196551724137932,0.6421606493385863,2.2460290283153475,1.748806183179175,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.4510344827586206,0.596201116697324,2.1169375401301687,1.7753552290014272,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.3824137931034484,0.5516022683603609,1.989030196249694,1.8029568679640233,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.3137931034482757,0.5084291693899302,1.862476078870822,1.83159837299031,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.2451724137931035,0.46674789659494464,1.7374673246105388,1.8612481569663675,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.176551724137931,0.426625278793544,1.6142218561992694,1.8918497525089657,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.1079310344827586,0.3881286040362755,1.4929862763837731,1.9233138975815278,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-1.0393103448275862,0.3513252939739642,1.3740388640136185,1.9555080257265007,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.9706896551724138,0.31628254626297103,1.2576925773400234,1.9882421464609104,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.9020689655172414,0.2830669466991839,1.144297923805449,2.021249632196545,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.8334482758620689,0.251744053646869,1.0342454979650988,2.0541607298813784,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.7648275862068965,0.222377958259099,0.9279679198947617,2.0864655992874064,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.6962068965517241,0.19503082494577773,0.8259408281427878,2.1174622739057147,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.6275862068965516,0.16976241749976784,0.7286825004255336,2.1461832105051464,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.5589655172413792,0.14662961720210588,0.6367516036522323,2.1712925935507634,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.4903448275862068,0.12568594005041167,0.5507425309071228,2.190947255859423,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.42172413793103436,0.10698106094471538,0.4712777918520814,2.2026225375331796,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.35310344827586215,0.09056035317692523,0.39899701435281054,2.202934288326489,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.2844827586206897,0.07646445186221995,0.3345423175885939,2.187567617638849,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.2158620689655173,0.06472884998771433,0.27854014816059935,2.1515919733895075,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.14724137931034487,0.0553835355104908,0.23158012449422638,2.0906946654783374,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.07862068965517244,0.04845267740085557,0.19419196831638907,2.003934341025291,0.0-2.0,-2.0--0.0
2,0.42172413793103447,-0.01,0.04395436769959238,0.1668221300189261,1.8976740964524574,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-2.0,1.0385969997405882,3.3062120842969067,1.5916722680321165,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-1.9313793103448276,0.9842067785459859,3.171715994106796,1.611305704880695,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-1.8627586206896551,0.9307361933818565,3.037623389349749,1.6318390812290524,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-1.7941379310344827,0.8782380350032329,2.903993476930875,1.653306598660456,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-1.7255172413793103,0.8267672038683589,2.7708941099190687,1.675740218621602,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-1.6568965517241379,0.7763806645973041,2.6384030312391844,1.6991684308674022,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-1.5882758620689654,0.727137378307773,2.506609287534997,1.7236146581877632,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-1.5196551724137932,0.6790982104197993,2.3756148324217228,1.7490951941643202,0.0-2.0,-2.0--0.0
2,0.4903448275862069,-1.4510344827586206,0.6323258115504145,2.2455363385696483,1.775616539410091,0.0-2.0,-2.0--0.0
