N,delta_mu,delta_s,D_indiv,D_fused,ratio
2,0.5551020408163266,-1.413469387755102,0.6444813904876495,2.296949263006174,1.782013644543078
2,0.5551020408163266,-1.3524489795918366,0.6039094571305212,2.1818225923846883,1.8064153215546823
2,0.5551020408163266,-1.2914285714285714,0.5644410776515018,2.0675957447922975,1.8315425884620646
2,0.5551020408163266,-1.230408163265306,0.5261242540073325,1.9543855312235294,1.857342173771266
2,0.5551020408163266,-1.1693877551020406,0.48900771586822667,1.8423236677820936,1.883736808233253
2,0.5551020408163266,-1.1083673469387754,0.45314076462833974,1.731558537407196,1.9106188105007482
2,0.5551020408163266,-1.04734693877551,0.41857309810408244,1.622257095304958,1.9378420431854502
2,0.5551020408163266,-0.9863265306122448,0.38535461582939223,1.514606901365283,1.9652118323604613
2,0.5551020408163266,-0.9253061224489794,0.3535352051905841,1.4088182481402345,1.992472358418686
2,0.5551020408163266,-0.8642857142857143,0.32316450902291183,1.305126332943477,2.0192909439367703
2,0.5551020408163266,-0.8032653061224488,0.2942916757120315,1.2037933962735687,2.0452386112536485
2,0.5551020408163266,-0.7422448979591834,0.26696509329927254,1.1051107152695552,2.0697663159106474
2,0.5551020408163266,-0.6812244897959183,0.2412321095701998,1.0094003000467706,2.092176497244099
2,0.5551020408163266,-0.6202040816326528,0.21713874059883886,0.9170160933719604,2.111590246040287
2,0.5551020408163266,-0.5591836734693878,0.19472937070994512,0.8283444227859897,2.1269118771503455
2,0.5551020408163266,-0.4981632653061223,0.17404644729120444,0.7438034040406624,2.1367957106190554
2,0.5551020408163266,-0.43714285714285683,0.1551301743169542,0.6638409539034388,2.139625501055366
2,0.5551020408163266,-0.3761224489795918,0.13801820881453764,0.5889310509925325,2.1335266413430647
2,0.5551020408163266,-0.3151020408163263,0.12274536479341558,0.5195679006569489,2.116446113999492
2,0.5551020408163266,-0.2540816326530613,0.10934332934644986,0.4562577309919358,2.0863537525288893
2,0.5551020408163266,-0.1930612244897958,0.09784039570547853,0.3995080870189607,2.0416315987803717
2,0.5551020408163266,-0.1320408163265303,0.08826121797631403,0.34981470671161685,1.9817011068524675
2,0.5551020408163266,-0.07102040816326527,0.0806265920831235,0.30764634979508076,1.9078466660100613
2,0.5551020408163266,-0.01,0.0749532671162716,0.27342828197481217,1.8239917517581676
2,0.6561224489795919,-3.0,2.0406383645214667,5.616889525043917,1.3762579452339876
