d,N,trial,kl_fused,right_side,ratio,inequality_holds
1,3,43,2.3150614448431766,8.095592187564081,0.2859656701086577,True
1,3,44,0.7296917879456888,6.720203010310614,0.10858180724989165,True
1,3,45,0.8084419124539935,5.010969242871095,0.1613344391614719,True
1,3,46,2.8776999790158833,9.018527771496778,0.3190875553004235,True
1,3,47,4.667723077806489,13.609256966866186,0.3429814786487443,True
1,3,48,1.181466764700418,7.758805558791622,0.15227431023344565,True
1,3,49,1.571764946374416,14.574795735992428,0.10784130185049152,True
1,5,0,1.3479256937901636,23.859665699858105,0.05649390526868026,True
1,5,1,3.055054702967327,20.208302326694103,0.15117819664305798,True
1,5,2,2.995656790835974,30.215107053675474,0.09914433814562876,True
1,5,3,2.7319172822137725,30.706020280323145,0.08897008655870732,True
1,5,4,1.695222278227698,19.254421921714815,0.08804327053391588,True
1,5,5,0.2297680418297705,21.590342069691747,0.01064216773815344,True
1,5,6,0.5483964820039849,29.06924228865992,0.01886517978550537,True
1,5,7,2.2232441530336167,20.006837340265236,0.11112421794719017,True
1,5,8,2.8376345649269186,27.841104672690186,0.10192248469617668,True
1,5,9,0.7964061817289991,29.02573838733175,0.027437930126063208,True
1,5,10,3.562774262138443,14.280423011803308,0.2494866054873638,True
1,5,11,2.06117613627749,20.041391910618245,0.10284595728031476,True
1,5,12,0.6804589856771766,22.206965811691212,0.030641691055287617,True
1,5,13,6.373962621808167,47.035421798122066,0.13551409508275428,True
1,5,14,1.5218375558728994,21.33925337626117,0.07131634500229825,True
1,5,15,0.37868064105393406,18.702285796586537,0.02024782666528651,True
1,5,16,2.59559755551243,23.062392877372517,0.11254675823596258,True
1,5,17,1.951536300237608,22.913790525440604,0.08516863668064288,True
1,5,18,3.0338990132672894,19.64229903608596,0.15445742922931502,True
1,5,19,0.7155838865138127,28.1180351080259,0.025449284907876058,True
1,5,20,1.021120143831788,23.550006224417057,0.04335965494451007,True
1,5,21,1.3065008065085644,23.563339049247393,0.05544633567330916,True
1,5,22,0.6333630099158463,18.943973192399458,0.033433483223569954,True
1,5,23,2.6802502763124654,30.6299482739178,0.08750423775918578,True
1,5,24,0.6980921790614221,17.658606765294614,0.03953268728048349,True
1,5,25,0.567469638693103,22.13185993215163,0.025640395359123092,True
1,5,26,1.3600237328307463,29.599908186368303,0.04594689024937856,True
1,5,27,0.6269994930448695,23.44050539116974,0.026748548402931026,True
1,5,28,1.4178340367404765,32.99735106736748,0.042968116860223796,True
1,5,29,4.518890981531806,19.4371396450052,0.2324874474363842,True
1,5,30,1.019317274474267,21.196691777705222,0.04808850763902646,True
1,5,31,3.726004343551777,23.315808393014585,0.15980592569409208,True
1,5,32,1.0880300997780568,17.09335613241487,0.06365222202998383,True
1,5,33,1.596455923398766,8.35905611632046,0.190985190335282,True
1,5,34,3.6927430717573846,35.04814841376352,0.10536200167159851,True
1,5,35,1.7552913512707655,23.077368430020364,0.07606115734527953,True
1,5,36,6.2759604027212665,35.003924318602486,0.1792930514189796,True
1,5,37,2.454027203604137,11.71202711960705,0.20953052606033173,True
1,5,38,0.3012092586249262,30.561344413293515,0.009855890321824545,True
1,5,39,0.8885967931324865,25.35162464531848,0.035050881573247726,True
1,5,40,3.742344001574026,23.381782254371842,0.16005383853381389,True
1,5,41,3.183248069512267,39.90516569170547,0.0797703258296187,True
1,5,42,0.5465219583865872,21.43409209882909,0.025497789030049137,True
1,5,43,1.9297578828317032,12.161814234944119,0.15867352070606347,True
1,5,44,0.09702976864973656,29.789262265605526,0.00325720616323441,True
1,5,45,3.4805550067597952,30.0571883378504,0.11579775751602168,True
1,5,46,2.824190068668515,31.211481497709116,0.0904856140480165,True
1,5,47,2.5327895538601153,34.43400695120647,0.07355488884721194,True
1,5,48,2.2614720083376962,19.39858292786621,0.11657923760446824,True
1,5,49,2.42391711434044,28.65363831928713,0.08459369408278147,True
2,2,0,3.263976159138963,7.11354449541731,0.45883963490235885,True
2,2,1,3.2704926634184543,6.276786084482991,0.521045742104152,True
2,2,2,3.457490656452603,6.001694492876547,0.5760857472096126,True
2,2,3,5.6816113101751675,12.239091920802549,0.46421837068796273,True
2,2,4,3.5158708446215647,6.129631773004401,0.573585979520966,True
2,2,5,2.7510202820031804,11.16880901690234,0.24631276959252488,True
2,2,6,5.46070887739442,14.530000352763437,0.3758230381842941,True
2,2,7,3.077472035371073,7.438054640712625,0.41374689808358633,True
2,2,8,2.3641060768687017,5.795321373969948,0.40793355955844546,True
2,2,9,3.3672490078695,8.774896638770942,0.3837366007243516,True
2,2,10,1.8085947869902124,7.407287350688894,0.24416425357415208,True
2,2,11,1.074018371733172,3.4574486119834584,0.310638997788902,True
2,2,12,2.5679542949200247,5.090829286661117,0.5044275009669886,True
2,2,13,3.4123810455190524,8.653283270402156,0.39434523739570865,True
2,2,14,0.18204492446569476,5.901199243294121,0.03084880156733618,True
2,2,15,0.17409117801074347,8.477990464585961,0.020534486177821568,True
2,2,16,0.6229741520664851,8.042734585402632,0.07745800205780358,True
2,2,17,3.145231811290126,4.899349116438801,0.6419693180747051,True
2,2,18,4.270501640114132,7.717526050089521,0.5533511143852369,True
2,2,19,5.5423436223977145,11.934731645800774,0.46438778741604836,True
2,2,20,1.7559877711082943,10.302761202731201,0.170438558805264,True
2,2,21,3.1259866425813283,6.842849462858196,0.45682528302699676,True
2,2,22,5.861885869382701,11.720422197705826,0.5001428933618207,True
2,2,23,2.942632325607515,6.64031663409467,0.44314638710126936,True
2,2,24,7.648712853014233,15.530043956339208,0.49251070212792963,True
2,2,25,4.128184341642575,6.683763793957549,0.617643661401478,True
2,2,26,1.5841575532548322,6.968488507518736,0.2273315872653856,True
2,2,27,4.613398956165983,14.155370611461612,0.32591156267081495,True
2,2,28,3.0809111440523385,7.678433258691644,0.4012421597289896,True
2,2,29,4.237979198756587,8.214065747538369,0.5159417186338745,True
2,2,30,0.9765415680249296,4.320217441303002,0.22603991148426994,True
2,2,31,2.25397813911877,10.909244891518695,0.20661174641620772,True
2,2,32,0.3175917688228589,14.158525769209998,0.02243113259104373,True
2,2,33,3.2643033606537637,7.71334584554101,0.42320199638666756,True
2,2,34,3.4028193146903254,13.926028545080307,0.24434958636448081,True
2,2,35,2.4777981066692614,6.4952637499459085,0.3814776738958285,True
2,2,36,4.008397003918663,9.712153740703222,0.4127196820535946,True
2,2,37,5.2451950299941625,12.129518273800427,0.432432262485123,True
2,2,38,0.470711088258701,8.758644919146317,0.053742455894031156,True
2,2,39,4.556298312463706,7.808079686164753,0.5835363489613299,True
2,2,40,0.6428507153114443,9.363755839376802,0.06865308390550995,True
2,2,41,1.8075071168062908,7.455328877365558,0.2424449875435942,True
2,2,42,6.159463247572994,10.702522459172554,0.5755150966578024,True
2,2,43,1.5036825884160165,11.809486577049666,0.12732836255034533,True
2,2,44,1.2640568956712777,7.036394275190022,0.17964554660165644,True
2,2,45,3.218339449593473,9.029003175123993,0.3564446027065747,True
2,2,46,2.1138739696686444,5.985604996412748,0.3531596172710222,True
2,2,47,2.0140562158687736,11.765956937266798,0.17117657548869405,True
2,2,48,4.426911180319115,7.251616644943273,0.6104723121851879,True
2,2,49,0.6373287848745368,2.4749561372872435,0.25751114343913256,True
2,3,0,2.945386306363538,14.043677358821244,0.20973041683512153,True
2,3,1,1.8226198383753685,16.066951251515267,0.11343905946085932,True
2,3,2,0.7354785636449424,14.638390697337416,0.050243129784664026,True
2,3,3,3.4292510128308535,14.53226227035491,0.23597502914782612,True
2,3,4,2.211811719688404,10.615741875208789,0.20835206297298015,True
2,3,5,1.6132652422421496,20.050589563713714,0.0804597409525421,True
2,3,6,3.306602509273836,14.317275802415434,0.23095193212077306,True
2,3,7,2.1514100099156943,10.243099315160908,0.21003506299420255,True
2,3,8,7.180655374556088,25.393782456608214,0.2827721859406364,True
2,3,9,3.3328692188428946,19.486420981768582,0.1710354724431497,True
2,3,10,6.254833647960725,32.3486951850726,0.19335659791455934,True
2,3,11,2.204307108277762,15.097185630696828,0.14600781643671287,True
2,3,12,4.256058430299437,17.533976101710785,0.24273207660435758,True
2,3,13,1.253266893275709,20.24917498160996,0.061892244716829685,True
2,3,14,2.0034318264517763,24.982665852580503,0.08019287606349818,True
2,3,15,4.503426741436634,16.299999084511214,0.2762838646853628,True
2,3,16,1.2400328487333891,6.434091184681675,0.19272851645088077,True
2,3,17,3.2393274859990298,25.88993941694116,0.12511916052918093,True
2,3,18,2.9657168853094045,15.49277182597479,0.19142584158744005,True
2,3,19,1.910810306602884,11.499429833379022,0.16616565640988887,True
2,3,20,5.261605076081482,22.74689908572162,0.23131087258325364,True
2,3,21,2.824980697814472,12.407909121000808,0.2276758050260939,True
2,3,22,2.2009755232875947,28.046665790919327,0.07847547867883123,True
2,3,23,1.673517506352709,16.115199806674504,0.10384714595096617,True
2,3,24,2.5459638221559775,11.744240896280088,0.21678402585921028,True
2,3,25,2.369021566555703,17.054986957073467,0.13890491810509203,True
2,3,26,3.525321259245542,17.61406320850324,0.20014242128662754,True
2,3,27,2.5695733044432374,20.712921657686817,0.1240565356693481,True
2,3,28,3.560951435383167,12.232032640846011,0.2911169010040247,True
2,3,29,5.25205919292103,17.1381259017802,0.30645469773188444,True
2,3,30,0.5147690890530846,24.05411327327147,0.021400460004696472,True
2,3,31,0.8020320812220076,10.185622720790011,0.07874158539025496,True
2,3,32,0.8492379306336633,19.15882169452241,0.04432620879166406,True
2,3,33,2.7190393922617964,15.919918629262268,0.17079480464579466,True
2,3,34,1.803115262968983,12.053234519504294,0.14959596613267745,True
2,3,35,1.9050911195371643,26.07170881560567,0.07307120269757075,True
2,3,36,2.9435582746445608,12.77534743362616,0.2304092542248035,True
2,3,37,2.78568341115038,8.988994506030915,0.3098993340446925,True
2,3,38,2.199257105886637,9.938511375061202,0.22128637004987017,True
2,3,39,1.8809004231341049,7.661681630270192,0.24549446373534242,True
2,3,40,0.3247659643297125,20.909595654522263,0.015531910310253805,True
2,3,41,1.9321361591479551,17.69636747041661,0.10918264227830642,True
2,3,42,1.8958554313985383,17.291582505361905,0.1096403658144451,True
2,3,43,3.253687044028965,18.33886513500666,0.17742030491396507,True
2,3,44,3.3695473116544887,17.43953492835092,0.19321314045919416,True
2,3,45,2.661736773607326,18.57488738219108,0.14329759954072732,True
2,3,46,1.5647931449355836,17.98729616237843,0.08699435039094133,True
2,3,47,5.321027128581449,18.514503834492228,0.28739777075032713,True
2,3,48,4.53480277793045,20.35443325447134,0.22279189605705538,True
2,3,49,2.1656646981982437,13.968206497935792,0.15504243143300347,True
2,5,0,6.21935686539413,52.35238287004654,0.11879797106527773,True
2,5,1,2.6362501977207486,30.89558958444203,0.08532771936640027,True
2,5,2,1.1870496911463773,44.84472384034223,0.026470219671160276,True
2,5,3,3.8207329013556635,44.674279820997384,0.08552421923005189,True
2,5,4,3.4570534452881363,78.27676130937948,0.04416449259601516,True
2,5,5,4.412869217098486,65.0120436549769,0.06787771878881191,True
2,5,6,8.324488965248978,65.33694605959289,0.1274086021354033,True
2,5,7,2.043865387779651,57.740356869099614,0.035397519146152835,True
2,5,8,8.407694369026169,60.292947480437356,0.13944739344106752,True
2,5,9,2.674279847251115,41.25342678191008,0.06482564130705878,True
2,5,10,5.23090960610866,44.576220410515866,0.11734753547823558,True
2,5,11,3.178401540481306,62.02018762212174,0.05124785432521998,True
2,5,12,7.737255040322839,60.624689421917495,0.12762547922473327,True
2,5,13,4.528107206905795,56.870074535373895,0.07962196715759984,True
2,5,14,3.2030476897900195,47.99452187832202,0.06673777682191599,True
2,5,15,11.258514595696933,62.607371095599646,0.1798273014611252,True
2,5,16,2.291934912359906,52.76950378546922,0.043432944180745184,True
2,5,17,2.7559647050751694,55.06244884702195,0.05005161889424803,True
2,5,18,5.453821963645735,55.523542781304386,0.0982253957591863,True
2,5,19,5.6923172926653045,46.32040553989536,0.12289005733688063,True
2,5,20,3.9062822359981895,33.969686221012765,0.11499317981871333,True
2,5,21,2.368638822540232,66.50343453669842,0.03561678940405931,True
2,5,22,1.0511127554389006,57.63552301003329,0.018237238087627332,True
2,5,23,2.2484698441059368,54.1124677993991,0.04155178899696948,True
2,5,24,1.5793862296265049,39.66413965375684,0.039818996287668405,True
2,5,25,4.054620590715029,50.94006551092106,0.07959590452128015,True
2,5,26,5.513294908940473,53.84205522534094,0.10239755681439186,True
2,5,27,4.630219303389421,46.517195887576875,0.0995377991953722,True
2,5,28,4.805054791554563,58.49064396312943,0.0821508273115186,True
2,5,29,2.8074656379182983,35.781082206018,0.07846228970252085,True
2,5,30,3.8863803232148997,49.261589007068345,0.07889271137106964,True
2,5,31,2.9508476948047795,38.243882841997056,0.07715868461882071,True
2,5,32,1.5295831261314732,30.66026183430093,0.049888129931762816,True
2,5,33,1.952347102054337,22.40996165606999,0.08711960921742684,True
2,5,34,4.923993218135744,46.18611525690797,0.10661198047825146,True
2,5,35,1.93237067085899,62.04462059855129,0.031144854335753806,True
2,5,36,5.443366156913083,31.341479067133907,0.17367930036911508,True
2,5,37,4.519825254517892,59.83509673311399,0.0755380287037545,True
2,5,38,4.040368666159169,61.87983073553972,0.06529378988489452,True
2,5,39,1.618934938346494,54.70658556473381,0.029593053955648957,True
2,5,40,1.4135681524656722,41.184805334679275,0.034322564862905657,True
2,5,41,4.589765983375031,55.45933672032416,0.0827591214536293,True
2,5,42,6.067494992656373,59.06403831555704,0.10272739835769473,True
2,5,43,4.832410627796603,33.32814026382582,0.14499490789294578,True
2,5,44,5.617270322138492,62.56585634754604,0.08978172201360451,True
2,5,45,3.473130809035335,38.56895009835639,0.09004991839752832,True
2,5,46,3.0148977794108744,56.84863886066917,0.05303377248486308,True
2,5,47,2.787444244586686,48.52608562098321,0.05744218205355028,True
2,5,48,2.0677195630000087,44.12244385362217,0.04686321478156886,True
2,5,49,4.777233124686101,37.62700144536812,0.12696289741882097,True
5,2,0,6.327145092861385,24.751215361995342,0.25562967314229357,True
5,2,1,7.550132976798041,16.44775022751594,0.4590374289711182,True
5,2,2,8.934261659435826,24.349169788388775,0.36692263995367297,True
5,2,3,6.779909304237414,14.452102934167659,0.46912960246140745,True
5,2,4,2.3779687071063043,23.17610301486959,0.10260433799334685,True
5,2,5,5.607472810314485,20.497223368330804,0.27357231316405034,True
5,2,6,4.536388998507659,14.891183339352388,0.30463589730438073,True
5,2,7,7.576803352200864,21.80960549658827,0.3474067127617747,True
5,2,8,4.249236194291024,14.16266387789214,0.30003085796056095,True
5,2,9,9.632718223091743,23.75365383278529,0.405525747360874,True
5,2,10,4.814150673030431,17.449276329296353,0.2758940016869206,True
5,2,11,4.775106294571861,19.836338121713876,0.2407251915788219,True
5,2,12,8.23774710848268,17.58657600948349,0.46841108263714937,True
5,2,13,3.7548645255023514,13.181837102625376,0.2848513827222542,True
5,2,14,6.860016423890945,24.25638128549612,0.2828128541990239,True
5,2,15,6.700817203689203,18.5616737241741,0.3610028547674709,True
5,2,16,5.575152345046746,16.106717089484818,0.3461383417907336,True
5,2,17,4.803709754474019,15.9737701500215,0.30072485764843393,True
5,2,18,3.9356510958897246,12.447090355577682,0.31619044961187376,True
5,2,19,2.110290557170204,21.6168519708351,0.09762247343032898,True
5,2,20,11.692605307054876,25.24951307299746,0.46308240769835984,True
5,2,21,7.55959084927691,15.972126207258665,0.4732989679133259,True
5,2,22,4.9601229776093305,18.42043339877287,0.2692728705253896,True
5,2,23,3.5191976771055025,15.146108815055882,0.23234995338256575,True
5,2,24,8.154015006257907,22.47280955814462,0.3628391450192627,True
5,2,25,3.5973682027943332,18.668281735215253,0.19269948106731066,True
5,2,26,8.639146943185695,24.169684408432154,0.3574373085389451,True
5,2,27,8.780546875294082,20.142144662017394,0.43592909407764335,True
5,2,28,8.177852079903198,13.642761788662927,0.5994279022520906,True
5,2,29,5.061238435369244,15.965360422487178,0.3170137285620248,True
5,2,30,5.175140068051552,22.27851248291217,0.23229289083016352,True
5,2,31,6.613118707785103,22.08517952055405,0.29943694601307,True
5,2,32,1.7682730791655241,10.606067373456284,0.16672278394072496,True
5,2,33,10.157875966684795,22.510216656465985,0.4512562505153401,True
5,2,34,6.278593500939998,10.766675348721229,0.5831506289158903,True
5,2,35,5.52284919285186,22.681997176614008,0.24349042766596077,True
5,2,36,4.804535836558458,16.378638264786268,0.29334159280433647,True
5,2,37,2.450784299253563,20.387425381088242,0.12021058340828834,True
5,2,38,9.814617895161629,20.541235968864427,0.47780074724024535,True
5,2,39,6.645367100850912,20.383584660203944,0.32601562539807083,True
5,2,40,7.907373921728016,31.966848867559705,0.24736169506380415,True
5,2,41,5.974788763537985,16.009248841052564,0.373208563553389,True
5,2,42,7.112271685111791,17.238924199375568,0.4125705063062702,True
5,2,43,5.596531017508802,19.81968088996959,0.28237240794028695,True
5,2,44,9.448588523957651,19.78925038278788,0.4774606587511653,True
5,2,45,7.21413803731906,26.454976540797563,0.2726949323199653,True
5,2,46,9.360619590059837,25.87399978125488,0.36177706072492866,True
5,2,47,3.8872147386686287,23.860619276491168,0.1629134052903033,True
5,2,48,7.890545110331326,15.066768040285156,0.5237052225954352,True
5,2,49,8.718848691897346,19.869858658109933,0.43879772080506096,True
5,3,0,10.27471930852007,70.2264449000395,0.14630840736912043,True
5,3,1,6.841979293452137,45.59071716287805,0.15007395626193779,True
5,3,2,10.113562076152103,50.68407631432353,0.19954121316982487,True
5,3,3,4.01231550247079,40.109679841718744,0.10003359583781854,True
5,3,4,13.939327492806635,62.19735547042552,0.22411447218900976,True
5,3,5,5.8634625381339776,35.048754850272644,0.16729446062156944,True
5,3,6,7.551822237064409,37.94892163726031,0.19899965298749409,True
5,3,7,10.503748762033265,48.31449720453101,0.21740366494072108,True
5,3,8,9.665033788991934,41.44439564488174,0.2332048432267473,True
5,3,9,9.705447071194127,51.63136480220376,0.18797579936875644,True
5,3,10,9.067988040796145,49.17419434602513,0.1844054216117347,True
5,3,11,6.541578358810902,48.05016738971158,0.13614059459471464,True
5,3,12,11.3525973325585,46.50801998352365,0.24409977755622303,True
5,3,13,6.566820388803494,40.09120775279489,0.1637970207656241,True
5,3,14,3.9565490409757507,44.73866261004027,0.08843690915534476,True
5,3,15,9.44938160248514,49.09716875457796,0.19246286175318517,True
5,3,16,11.880940234038064,51.193559371194304,0.2320788079588632,True
5,3,17,10.275759818405112,47.6473757451634,0.21566266048656804,True
5,3,18,4.758065114848435,27.425088260002532,0.1734931559650702,True
5,3,19,11.035016298192009,38.482803174799265,0.2867518836418436,True
5,3,20,11.555160343513988,50.98243054527704,0.22664985211428776,True
5,3,21,10.879810764489445,57.678491107806806,0.18862856076026682,True
5,3,22,7.959550028587611,44.25685850838751,0.17984896119726,True
5,3,23,14.59846834506973,56.949176629453454,0.2563420440659992,True
5,3,24,8.113635666275048,51.46898520216573,0.1576412597684875,True
5,3,25,8.809959248042883,43.80670769871624,0.20110982337759795,True
5,3,26,8.370061968169006,50.513625045027226,0.16569909525812165,True
5,3,27,11.796739675853228,45.09335088526272,0.2616070760824431,True
5,3,28,9.632993618019261,50.678874261200235,0.19007907650770933,True
5,3,29,10.407005983600827,43.72209122407017,0.23802626297690663,True
5,3,30,11.060279968452331,43.71375437431451,0.2530160158229551,True
5,3,31,7.644581352951315,50.43006861772905,0.15158776425427684,True
5,3,32,8.209762370026827,35.18236556612976,0.23334878817615395,True
5,3,33,7.894946230760947,38.4811145075776,0.20516417811148102,True
5,3,34,7.746226711126192,51.037143385821395,0.15177625935228514,True
5,3,35,6.92443039510594,55.58728793276856,0.12456859567390419,True
5,3,36,6.009658670898708,35.08449960278864,0.17129099000805015,True
5,3,37,8.603488456567279,39.14516463713099,0.21978419394375145,True
5,3,38,4.512937985076325,38.55632782537815,0.117047920266563,True
5,3,39,5.066435386359229,38.25780722597388,0.1324287969886455,True
5,3,40,5.553919313459428,38.11764367640866,0.14570468627620853,True
5,3,41,6.192477398751779,37.30303977657736,0.1660046322187407,True
5,3,42,8.235648346839103,45.49366148015933,0.1810284791086958,True
5,3,43,12.377473767282403,61.86179639510337,0.20008267603852084,True
5,3,44,6.5769155375380475,37.81500840248766,0.17392341864732694,True
5,3,45,6.13465541182237,43.91328567031919,0.13969930325593374,True
5,3,46,7.894028924633818,40.85251871863511,0.19323236784989004,True
5,3,47,14.369462983676607,63.91795043203169,0.22481107242255266,True
5,3,48,8.328026422635983,36.24038895435912,0.22979958722640195,True
5,3,49,12.1557669649937,48.69653716629756,0.24962282068398486,True
5,5,0,9.10677423144563,130.5174199776265,0.06977439665147171,True
5,5,1,6.646819751336476,109.2041155180565,0.060866018829093024,True
5,5,2,8.919620142308933,116.73065142097174,0.07641197949064508,True
5,5,3,9.63285224876636,134.0323356545414,0.07186961416231927,True
5,5,4,8.362922028234475,99.94101948088496,0.08367857433987848,True
5,5,5,11.511069566432333,145.23949357320038,0.07925578149052674,True
5,5,6,7.4055177943267445,127.11751616617761,0.05825725688854471,True
5,5,7,13.254655529698802,141.30560904788967,0.09380134036439194,True
5,5,8,17.176749513537573,157.635069693855,0.1089652800414067,True
5,5,9,12.045166438015453,138.19181952608642,0.08716265897158762,True
5,5,10,5.621083091684326,86.23329171789376,0.06518460538504445,True
5,5,11,7.05282212534221,128.31308936318396,0.05496572610281045,True
5,5,12,15.03053533020378,136.6346715336563,0.11000528022275377,True
5,5,13,8.188994300586486,155.10085416483335,0.05279786719861412,True
5,5,14,11.474216166987425,153.85482506167028,0.07457820164163305,True
