N,max_ratio,p95_ratio,p99_ratio,mean_ratio
2,1.299216621499904,1.1705879584002377,1.2861861699431092,0.6986922896183629
3,1.903622657878746,1.2227543072767282,1.5726551071677368,0.5492859880038389
5,1.1043284416208978,0.9289283359376737,1.0569350456582245,0.419788803178349
10,0.8715703615154039,0.4925601928828078,0.7804289382869336,0.27226242721177474
